"USER_ID","Predictions"
661,"Republican"
683,"Republican"
685,"Republican"
694,"Democrat"
699,"Republican"
701,"Democrat"
702,"Republican"
704,"Democrat"
713,"Republican"
720,"Democrat"
725,"Democrat"
726,"Democrat"
727,"Republican"
732,"Republican"
733,"Republican"
734,"Democrat"
741,"Democrat"
747,"Republican"
750,"Republican"
752,"Republican"
753,"Democrat"
760,"Republican"
774,"Republican"
782,"Republican"
803,"Democrat"
807,"Democrat"
813,"Democrat"
838,"Democrat"
839,"Democrat"
844,"Democrat"
846,"Democrat"
847,"Democrat"
863,"Republican"
864,"Republican"
866,"Democrat"
870,"Republican"
873,"Democrat"
878,"Republican"
883,"Republican"
885,"Republican"
886,"Democrat"
897,"Republican"
902,"Republican"
907,"Democrat"
912,"Democrat"
914,"Republican"
918,"Republican"
924,"Republican"
932,"Republican"
947,"Democrat"
948,"Republican"
951,"Republican"
958,"Democrat"
963,"Democrat"
965,"Democrat"
969,"Democrat"
973,"Democrat"
975,"Democrat"
983,"Republican"
1002,"Democrat"
1015,"Democrat"
1019,"Democrat"
1020,"Republican"
1029,"Democrat"
1030,"Republican"
1032,"Republican"
1037,"Democrat"
1048,"Democrat"
1050,"Republican"
1053,"Democrat"
1056,"Republican"
1057,"Republican"
1062,"Democrat"
1067,"Republican"
1071,"Republican"
1073,"Republican"
1076,"Republican"
1079,"Democrat"
1081,"Democrat"
1083,"Republican"
1084,"Republican"
1085,"Republican"
1087,"Democrat"
1092,"Democrat"
1114,"Republican"
1117,"Republican"
1124,"Democrat"
1129,"Democrat"
1133,"Republican"
1148,"Republican"
1151,"Republican"
1154,"Republican"
1157,"Democrat"
1158,"Democrat"
1162,"Democrat"
1166,"Republican"
1167,"Republican"
1171,"Democrat"
1177,"Republican"
1179,"Republican"
1191,"Democrat"
1199,"Republican"
1200,"Democrat"
1206,"Republican"
1208,"Democrat"
1209,"Democrat"
1215,"Republican"
1218,"Democrat"
1219,"Republican"
1221,"Republican"
1222,"Republican"
1234,"Democrat"
1246,"Democrat"
1256,"Republican"
1259,"Republican"
1262,"Republican"
1266,"Democrat"
1284,"Republican"
1288,"Democrat"
1298,"Democrat"
1301,"Republican"
1312,"Democrat"
1315,"Republican"
1316,"Democrat"
1322,"Democrat"
1328,"Republican"
1334,"Republican"
1342,"Republican"
1344,"Republican"
1362,"Democrat"
1364,"Republican"
1367,"Democrat"
1371,"Republican"
1374,"Democrat"
1381,"Democrat"
1383,"Democrat"
1402,"Democrat"
1409,"Democrat"
1416,"Democrat"
1421,"Republican"
1427,"Republican"
1429,"Democrat"
1431,"Democrat"
1440,"Democrat"
1442,"Republican"
1446,"Republican"
1451,"Republican"
1452,"Republican"
1464,"Democrat"
1472,"Republican"
1473,"Democrat"
1474,"Democrat"
1484,"Republican"
1490,"Democrat"
1497,"Democrat"
1499,"Republican"
1503,"Republican"
1511,"Democrat"
1516,"Republican"
1521,"Republican"
1522,"Democrat"
1523,"Democrat"
1529,"Republican"
1536,"Republican"
1540,"Republican"
1545,"Democrat"
1548,"Democrat"
1552,"Republican"
1557,"Republican"
1558,"Democrat"
1559,"Republican"
1565,"Democrat"
1576,"Democrat"
1581,"Republican"
1592,"Democrat"
1594,"Democrat"
1600,"Republican"
1604,"Republican"
1613,"Republican"
1615,"Republican"
1617,"Democrat"
1619,"Democrat"
1620,"Democrat"
1624,"Republican"
1629,"Democrat"
1630,"Republican"
1637,"Republican"
1643,"Democrat"
1645,"Democrat"
1649,"Republican"
1654,"Republican"
1668,"Republican"
1680,"Republican"
1681,"Democrat"
1683,"Republican"
1684,"Republican"
1688,"Republican"
1689,"Republican"
1691,"Democrat"
1692,"Republican"
1693,"Democrat"
1696,"Democrat"
1702,"Democrat"
1706,"Republican"
1708,"Democrat"
1719,"Republican"
1723,"Democrat"
1731,"Republican"
1734,"Democrat"
1736,"Republican"
1748,"Democrat"
1750,"Republican"
1751,"Democrat"
1757,"Democrat"
1763,"Democrat"
1766,"Republican"
1767,"Democrat"
1776,"Republican"
1782,"Democrat"
1790,"Democrat"
1812,"Democrat"
1816,"Democrat"
1819,"Republican"
1824,"Republican"
1831,"Republican"
1841,"Democrat"
1857,"Democrat"
1858,"Republican"
1860,"Republican"
1873,"Democrat"
1876,"Republican"
1878,"Democrat"
1882,"Democrat"
1884,"Republican"
1890,"Democrat"
1905,"Republican"
1906,"Republican"
1913,"Republican"
1918,"Republican"
1921,"Democrat"
1925,"Republican"
1936,"Republican"
1940,"Republican"
1941,"Republican"
1947,"Democrat"
1948,"Democrat"
1959,"Republican"
1963,"Democrat"
1966,"Democrat"
1968,"Democrat"
1975,"Democrat"
1978,"Republican"
1982,"Republican"
1995,"Democrat"
1999,"Democrat"
2002,"Republican"
2014,"Democrat"
2028,"Democrat"
2031,"Republican"
2034,"Democrat"
2036,"Republican"
2037,"Democrat"
2040,"Republican"
2041,"Democrat"
2042,"Democrat"
2043,"Republican"
2056,"Democrat"
2058,"Democrat"
2064,"Democrat"
2069,"Democrat"
2080,"Republican"
2083,"Democrat"
2087,"Republican"
2093,"Democrat"
2100,"Republican"
2109,"Republican"
2113,"Republican"
2116,"Democrat"
2120,"Republican"
2124,"Republican"
2127,"Democrat"
2133,"Democrat"
2135,"Democrat"
2137,"Democrat"
2141,"Democrat"
2149,"Republican"
2160,"Republican"
2162,"Republican"
2163,"Democrat"
2165,"Democrat"
2166,"Democrat"
2178,"Republican"
2180,"Democrat"
2185,"Democrat"
2187,"Republican"
2197,"Republican"
2206,"Republican"
2216,"Democrat"
2220,"Democrat"
2224,"Democrat"
2234,"Republican"
2235,"Republican"
2241,"Democrat"
2248,"Republican"
2259,"Democrat"
2262,"Democrat"
2274,"Democrat"
2275,"Democrat"
2298,"Democrat"
2304,"Republican"
2307,"Democrat"
2309,"Democrat"
2312,"Democrat"
2324,"Republican"
2335,"Republican"
2336,"Democrat"
2338,"Democrat"
2348,"Democrat"
2350,"Democrat"
2353,"Democrat"
2356,"Republican"
2362,"Republican"
2374,"Republican"
2377,"Democrat"
2378,"Republican"
2379,"Republican"
2386,"Democrat"
2390,"Republican"
2398,"Republican"
2402,"Republican"
2405,"Republican"
2406,"Democrat"
2409,"Republican"
2410,"Republican"
2413,"Democrat"
2416,"Republican"
2419,"Democrat"
2427,"Republican"
2430,"Republican"
2434,"Democrat"
2435,"Democrat"
2452,"Democrat"
2454,"Democrat"
2456,"Republican"
2458,"Democrat"
2462,"Republican"
2470,"Democrat"
2472,"Democrat"
2473,"Democrat"
2487,"Republican"
2488,"Republican"
2493,"Republican"
2496,"Democrat"
2499,"Democrat"
2500,"Democrat"
2501,"Democrat"
2502,"Republican"
2504,"Democrat"
2505,"Democrat"
2510,"Democrat"
2514,"Democrat"
2519,"Democrat"
2531,"Democrat"
2535,"Republican"
2537,"Democrat"
2539,"Republican"
2540,"Democrat"
2547,"Democrat"
2548,"Democrat"
2551,"Democrat"
2552,"Republican"
2555,"Republican"
2564,"Democrat"
2568,"Democrat"
2569,"Republican"
2572,"Democrat"
2584,"Republican"
2585,"Republican"
2596,"Republican"
2599,"Republican"
2600,"Democrat"
2602,"Republican"
2607,"Democrat"
2616,"Republican"
2617,"Republican"
2628,"Republican"
2630,"Democrat"
2633,"Democrat"
2636,"Democrat"
2642,"Democrat"
2648,"Republican"
2651,"Republican"
2653,"Republican"
2656,"Democrat"
2669,"Democrat"
2679,"Democrat"
2681,"Democrat"
2682,"Republican"
2683,"Republican"
2684,"Republican"
2685,"Democrat"
2695,"Democrat"
2701,"Democrat"
2702,"Republican"
2709,"Democrat"
2713,"Republican"
2715,"Democrat"
2728,"Republican"
2733,"Republican"
2738,"Democrat"
2746,"Democrat"
2748,"Republican"
2752,"Republican"
2753,"Republican"
2758,"Republican"
2772,"Democrat"
2800,"Democrat"
2801,"Democrat"
2802,"Democrat"
2805,"Republican"
2814,"Republican"
2816,"Republican"
2827,"Democrat"
2831,"Republican"
2832,"Democrat"
2845,"Republican"
2849,"Democrat"
2856,"Republican"
2861,"Republican"
2862,"Republican"
2869,"Republican"
2880,"Democrat"
2881,"Democrat"
2884,"Republican"
2887,"Republican"
2895,"Republican"
2897,"Republican"
2898,"Democrat"
2903,"Democrat"
2904,"Republican"
2906,"Republican"
2911,"Democrat"
2913,"Democrat"
2916,"Republican"
2922,"Republican"
2930,"Democrat"
2933,"Democrat"
2938,"Republican"
2944,"Democrat"
2945,"Democrat"
2948,"Democrat"
2950,"Republican"
2958,"Democrat"
2965,"Republican"
2966,"Republican"
2970,"Democrat"
2973,"Democrat"
2978,"Republican"
2981,"Republican"
2982,"Republican"
2983,"Democrat"
2985,"Republican"
2989,"Democrat"
2990,"Democrat"
3003,"Republican"
3020,"Republican"
3022,"Republican"
3035,"Republican"
3039,"Republican"
3042,"Democrat"
3045,"Democrat"
3049,"Democrat"
3058,"Democrat"
3061,"Republican"
3064,"Republican"
3073,"Republican"
3074,"Democrat"
3077,"Democrat"
3091,"Democrat"
3096,"Democrat"
3100,"Republican"
3101,"Democrat"
3107,"Democrat"
3124,"Democrat"
3129,"Democrat"
3138,"Democrat"
3139,"Democrat"
3161,"Republican"
3164,"Democrat"
3166,"Democrat"
3170,"Democrat"
3172,"Democrat"
3174,"Democrat"
3183,"Democrat"
3192,"Republican"
3197,"Republican"
3201,"Republican"
3202,"Democrat"
3214,"Republican"
3223,"Democrat"
3227,"Republican"
3230,"Democrat"
3237,"Democrat"
3245,"Democrat"
3248,"Democrat"
3249,"Republican"
3253,"Democrat"
3254,"Republican"
3267,"Democrat"
3271,"Democrat"
3277,"Democrat"
3292,"Democrat"
3293,"Democrat"
3298,"Democrat"
3302,"Democrat"
3304,"Republican"
3310,"Republican"
3311,"Republican"
3313,"Republican"
3317,"Republican"
3322,"Democrat"
3326,"Republican"
3334,"Democrat"
3335,"Democrat"
3343,"Democrat"
3347,"Democrat"
3353,"Republican"
3357,"Republican"
3359,"Democrat"
3368,"Democrat"
3369,"Democrat"
3372,"Republican"
3376,"Democrat"
3382,"Republican"
3392,"Democrat"
3394,"Democrat"
3395,"Republican"
3412,"Republican"
3416,"Democrat"
3424,"Republican"
3428,"Republican"
3446,"Democrat"
3451,"Republican"
3454,"Democrat"
3455,"Republican"
3465,"Republican"
3466,"Democrat"
3480,"Republican"
3484,"Democrat"
3486,"Republican"
3490,"Republican"
3492,"Republican"
3496,"Democrat"
3497,"Democrat"
3505,"Democrat"
3511,"Republican"
3513,"Republican"
3515,"Democrat"
3516,"Democrat"
3517,"Democrat"
3519,"Republican"
3520,"Republican"
3521,"Republican"
3535,"Republican"
3537,"Democrat"
3543,"Republican"
3550,"Democrat"
3552,"Republican"
3554,"Democrat"
3560,"Democrat"
3563,"Republican"
3572,"Republican"
3574,"Democrat"
3580,"Republican"
3583,"Republican"
3586,"Democrat"
3588,"Democrat"
3590,"Republican"
3598,"Democrat"
3607,"Republican"
3613,"Republican"
3623,"Republican"
3631,"Democrat"
3639,"Democrat"
3654,"Republican"
3656,"Democrat"
3663,"Republican"
3673,"Republican"
3681,"Democrat"
3683,"Democrat"
3687,"Democrat"
3688,"Republican"
3690,"Democrat"
3691,"Democrat"
3693,"Republican"
3703,"Democrat"
3710,"Democrat"
3713,"Republican"
3718,"Republican"
3719,"Democrat"
3720,"Republican"
3727,"Democrat"
3728,"Republican"
3734,"Democrat"
3742,"Republican"
3749,"Democrat"
3753,"Republican"
3760,"Democrat"
3762,"Republican"
3768,"Democrat"
3770,"Democrat"
3781,"Republican"
3783,"Democrat"
3789,"Republican"
3790,"Democrat"
3791,"Republican"
3800,"Democrat"
3801,"Republican"
3808,"Republican"
3810,"Republican"
3817,"Republican"
3819,"Democrat"
3827,"Republican"
3829,"Republican"
3833,"Republican"
3836,"Democrat"
3842,"Republican"
3843,"Democrat"
3845,"Democrat"
3848,"Democrat"
3853,"Democrat"
3856,"Republican"
3857,"Republican"
3870,"Democrat"
3877,"Republican"
3886,"Republican"
3891,"Republican"
3896,"Democrat"
3899,"Republican"
3900,"Republican"
3910,"Democrat"
3911,"Republican"
3913,"Democrat"
3914,"Democrat"
3915,"Democrat"
3923,"Democrat"
3927,"Republican"
3930,"Republican"
3932,"Democrat"
3933,"Democrat"
3937,"Democrat"
3938,"Republican"
3960,"Republican"
3962,"Republican"
3964,"Democrat"
3968,"Democrat"
3971,"Republican"
3975,"Republican"
4013,"Republican"
4015,"Republican"
4034,"Republican"
4040,"Democrat"
4057,"Democrat"
4058,"Republican"
4060,"Republican"
4062,"Democrat"
4064,"Democrat"
4065,"Republican"
4069,"Republican"
4077,"Democrat"
4079,"Democrat"
4085,"Republican"
4086,"Republican"
4094,"Democrat"
4095,"Republican"
4096,"Democrat"
4100,"Democrat"
4107,"Republican"
4116,"Democrat"
4118,"Republican"
4120,"Democrat"
4123,"Democrat"
4125,"Democrat"
4130,"Republican"
4136,"Republican"
4137,"Republican"
4145,"Republican"
4164,"Democrat"
4173,"Republican"
4175,"Republican"
4184,"Democrat"
4189,"Republican"
4202,"Republican"
4204,"Democrat"
4205,"Republican"
4207,"Democrat"
4209,"Republican"
4216,"Democrat"
4219,"Republican"
4226,"Republican"
4230,"Republican"
4231,"Republican"
4235,"Republican"
4243,"Democrat"
4246,"Republican"
4249,"Democrat"
4255,"Republican"
4261,"Republican"
4262,"Republican"
4274,"Democrat"
4275,"Democrat"
4277,"Republican"
4279,"Republican"
4288,"Democrat"
4293,"Republican"
4302,"Republican"
4307,"Democrat"
4309,"Republican"
4316,"Republican"
4317,"Republican"
4326,"Republican"
4329,"Democrat"
4331,"Democrat"
4332,"Republican"
4338,"Democrat"
4346,"Democrat"
4351,"Republican"
4359,"Republican"
4362,"Republican"
4366,"Democrat"
4368,"Democrat"
4375,"Democrat"
4377,"Democrat"
4387,"Republican"
4388,"Republican"
4395,"Republican"
4398,"Democrat"
4401,"Republican"
4405,"Democrat"
4410,"Republican"
4413,"Republican"
4417,"Republican"
4425,"Republican"
4428,"Democrat"
4435,"Republican"
4436,"Republican"
4441,"Republican"
4444,"Democrat"
4454,"Democrat"
4463,"Republican"
4471,"Democrat"
4475,"Democrat"
4481,"Republican"
4486,"Democrat"
4490,"Democrat"
4493,"Republican"
4494,"Democrat"
4500,"Democrat"
4503,"Republican"
4518,"Republican"
4522,"Republican"
4527,"Democrat"
4532,"Republican"
4535,"Republican"
4541,"Republican"
4549,"Republican"
4551,"Democrat"
4557,"Democrat"
4559,"Democrat"
4562,"Republican"
4564,"Democrat"
4566,"Republican"
4567,"Democrat"
4568,"Democrat"
4577,"Republican"
4580,"Democrat"
4586,"Democrat"
4587,"Democrat"
4596,"Democrat"
4597,"Republican"
4611,"Democrat"
4625,"Republican"
4629,"Democrat"
4634,"Democrat"
4640,"Democrat"
4644,"Democrat"
4646,"Republican"
4651,"Democrat"
4655,"Republican"
4657,"Republican"
4663,"Democrat"
4666,"Democrat"
4669,"Democrat"
4672,"Republican"
4676,"Republican"
4681,"Democrat"
4683,"Republican"
4720,"Democrat"
4724,"Republican"
4725,"Republican"
4729,"Democrat"
4738,"Democrat"
4739,"Democrat"
4740,"Democrat"
4743,"Republican"
4745,"Republican"
4746,"Republican"
4751,"Republican"
4763,"Republican"
4766,"Democrat"
4770,"Democrat"
4771,"Democrat"
4778,"Democrat"
4786,"Republican"
4788,"Democrat"
4793,"Democrat"
4810,"Democrat"
4811,"Democrat"
4814,"Republican"
4820,"Republican"
4821,"Democrat"
4823,"Republican"
4829,"Republican"
4830,"Democrat"
4834,"Democrat"
4854,"Republican"
4860,"Republican"
4868,"Democrat"
4873,"Democrat"
4875,"Democrat"
4877,"Republican"
4879,"Democrat"
4882,"Democrat"
4888,"Democrat"
4891,"Democrat"
4893,"Republican"
4899,"Democrat"
4902,"Republican"
4905,"Democrat"
4906,"Democrat"
4917,"Republican"
4920,"Republican"
4923,"Democrat"
4935,"Democrat"
4938,"Republican"
4939,"Republican"
4950,"Democrat"
4960,"Republican"
4961,"Democrat"
4963,"Democrat"
4967,"Republican"
4971,"Democrat"
4980,"Democrat"
4991,"Democrat"
4993,"Democrat"
4995,"Democrat"
5000,"Democrat"
5002,"Republican"
5003,"Democrat"
5008,"Democrat"
5011,"Republican"
5021,"Republican"
5023,"Republican"
5030,"Republican"
5031,"Democrat"
5038,"Democrat"
5047,"Democrat"
5052,"Democrat"
5058,"Republican"
5059,"Democrat"
5060,"Democrat"
5062,"Democrat"
5067,"Democrat"
5072,"Democrat"
5079,"Democrat"
5080,"Democrat"
5081,"Democrat"
5084,"Democrat"
5087,"Democrat"
5093,"Republican"
5097,"Republican"
5098,"Republican"
5104,"Democrat"
5109,"Democrat"
5122,"Democrat"
5130,"Democrat"
5131,"Democrat"
5134,"Democrat"
5143,"Republican"
5155,"Republican"
5156,"Republican"
5157,"Republican"
5169,"Republican"
5175,"Republican"
5176,"Republican"
5177,"Republican"
5179,"Republican"
5181,"Republican"
5183,"Democrat"
5191,"Democrat"
5200,"Democrat"
5204,"Democrat"
5209,"Republican"
5215,"Democrat"
5217,"Democrat"
5225,"Republican"
5227,"Republican"
5246,"Democrat"
5254,"Republican"
5255,"Democrat"
5256,"Republican"
5262,"Democrat"
5263,"Republican"
5266,"Republican"
5269,"Democrat"
5270,"Democrat"
5276,"Democrat"
5301,"Democrat"
5306,"Democrat"
5312,"Republican"
5313,"Democrat"
5322,"Republican"
5331,"Democrat"
5332,"Democrat"
5333,"Republican"
5335,"Democrat"
5339,"Democrat"
5342,"Democrat"
5343,"Republican"
5347,"Democrat"
5349,"Republican"
5352,"Republican"
5353,"Republican"
5355,"Democrat"
5360,"Republican"
5368,"Democrat"
5369,"Democrat"
5372,"Democrat"
5375,"Republican"
5380,"Democrat"
5386,"Republican"
5389,"Democrat"
5391,"Republican"
5392,"Democrat"
5405,"Republican"
5412,"Democrat"
5422,"Democrat"
5424,"Republican"
5427,"Republican"
5430,"Republican"
5434,"Democrat"
5438,"Republican"
5439,"Democrat"
5442,"Democrat"
5447,"Democrat"
5454,"Democrat"
5473,"Republican"
5475,"Democrat"
5479,"Republican"
5481,"Democrat"
5488,"Republican"
5514,"Republican"
5515,"Republican"
5518,"Democrat"
5532,"Republican"
5533,"Democrat"
5534,"Democrat"
5542,"Democrat"
5547,"Republican"
5550,"Republican"
5558,"Republican"
5559,"Republican"
5560,"Republican"
5571,"Democrat"
5573,"Republican"
5574,"Republican"
5576,"Republican"
5577,"Republican"
5581,"Democrat"
5585,"Republican"
5589,"Democrat"
5592,"Republican"
5599,"Republican"
5607,"Democrat"
5608,"Republican"
5617,"Democrat"
5622,"Democrat"
5625,"Republican"
5626,"Republican"
5636,"Democrat"
5643,"Democrat"
5645,"Democrat"
5648,"Republican"
5649,"Republican"
5661,"Republican"
5662,"Republican"
5674,"Republican"
5679,"Republican"
5687,"Republican"
5689,"Democrat"
5690,"Democrat"
5699,"Democrat"
5707,"Republican"
5712,"Democrat"
5713,"Democrat"
5717,"Democrat"
5725,"Republican"
5731,"Democrat"
5732,"Republican"
5743,"Democrat"
5745,"Republican"
5747,"Democrat"
5748,"Democrat"
5750,"Republican"
5751,"Democrat"
5768,"Republican"
5773,"Republican"
5779,"Democrat"
5781,"Democrat"
5790,"Democrat"
5791,"Democrat"
5798,"Republican"
5803,"Republican"
5806,"Democrat"
5807,"Republican"
5808,"Democrat"
5810,"Democrat"
5824,"Democrat"
5834,"Republican"
5843,"Democrat"
5844,"Democrat"
5847,"Democrat"
5852,"Republican"
5861,"Republican"
5866,"Republican"
5868,"Republican"
5877,"Democrat"
5880,"Democrat"
5883,"Republican"
5884,"Republican"
5903,"Democrat"
5911,"Democrat"
5912,"Republican"
5917,"Republican"
5924,"Democrat"
5933,"Republican"
5934,"Democrat"
5941,"Republican"
5948,"Democrat"
5955,"Democrat"
5958,"Democrat"
5960,"Democrat"
5963,"Democrat"
5965,"Democrat"
5970,"Democrat"
5972,"Democrat"
5974,"Republican"
5976,"Democrat"
5980,"Democrat"
5983,"Democrat"
5986,"Democrat"
5990,"Republican"
6000,"Democrat"
6006,"Democrat"
6016,"Democrat"
6018,"Democrat"
6020,"Republican"
6023,"Democrat"
6024,"Republican"
6026,"Republican"
6028,"Republican"
6033,"Democrat"
6035,"Democrat"
6041,"Republican"
6054,"Republican"
6057,"Democrat"
6059,"Republican"
6060,"Democrat"
6064,"Republican"
6067,"Democrat"
6071,"Democrat"
6074,"Republican"
6075,"Republican"
6077,"Democrat"
6087,"Republican"
6094,"Republican"
6104,"Republican"
6106,"Democrat"
6113,"Republican"
6115,"Republican"
6116,"Democrat"
6120,"Democrat"
6127,"Republican"
6143,"Democrat"
6150,"Republican"
6155,"Democrat"
6163,"Republican"
6167,"Republican"
6169,"Democrat"
6173,"Republican"
6174,"Republican"
6185,"Democrat"
6188,"Republican"
6191,"Republican"
6192,"Democrat"
6195,"Republican"
6201,"Democrat"
6208,"Democrat"
6213,"Democrat"
6215,"Republican"
6222,"Democrat"
6228,"Democrat"
6231,"Republican"
6233,"Democrat"
6235,"Republican"
6244,"Democrat"
6251,"Democrat"
6259,"Republican"
6262,"Republican"
6263,"Republican"
6268,"Democrat"
6272,"Democrat"
6278,"Democrat"
6285,"Democrat"
6287,"Republican"
6291,"Republican"
6300,"Democrat"
6302,"Republican"
6305,"Democrat"
6316,"Republican"
6337,"Republican"
6344,"Democrat"
6346,"Republican"
6348,"Democrat"
6356,"Democrat"
6360,"Democrat"
6369,"Democrat"
6375,"Republican"
6383,"Republican"
6389,"Democrat"
6393,"Republican"
6396,"Democrat"
6404,"Republican"
6408,"Democrat"
6410,"Republican"
6416,"Democrat"
6425,"Republican"
6428,"Republican"
6431,"Republican"
6436,"Republican"
6439,"Republican"
6442,"Democrat"
6447,"Democrat"
6449,"Democrat"
6457,"Democrat"
6468,"Democrat"
6470,"Democrat"
6474,"Democrat"
6480,"Democrat"
6482,"Republican"
6487,"Democrat"
6489,"Republican"
6490,"Democrat"
6521,"Democrat"
6529,"Republican"
6534,"Democrat"
6540,"Republican"
6550,"Republican"
6553,"Republican"
6554,"Democrat"
6559,"Democrat"
6565,"Democrat"
6576,"Republican"
6577,"Democrat"
6578,"Democrat"
6582,"Republican"
6583,"Democrat"
6585,"Democrat"
6586,"Democrat"
6589,"Republican"
6595,"Democrat"
6602,"Democrat"
6606,"Republican"
6609,"Republican"
6618,"Democrat"
6623,"Republican"
6631,"Democrat"
6633,"Republican"
6634,"Democrat"
6639,"Republican"
6640,"Democrat"
6645,"Republican"
6648,"Republican"
6652,"Republican"
6655,"Republican"
6662,"Democrat"
6666,"Democrat"
6667,"Republican"
6671,"Republican"
6677,"Republican"
6680,"Republican"
6682,"Democrat"
6686,"Democrat"
6687,"Democrat"
6692,"Republican"
6695,"Republican"
6700,"Republican"
6701,"Republican"
6705,"Republican"
6709,"Democrat"
6723,"Democrat"
6724,"Democrat"
6728,"Democrat"
6732,"Democrat"
6757,"Democrat"
6760,"Democrat"
6778,"Republican"
6781,"Democrat"
6785,"Republican"
6790,"Republican"
6791,"Republican"
6795,"Democrat"
6796,"Democrat"
6799,"Democrat"
6807,"Republican"
6811,"Democrat"
6813,"Republican"
6814,"Democrat"
6816,"Democrat"
6817,"Democrat"
6825,"Democrat"
6830,"Democrat"
6837,"Democrat"
6843,"Democrat"
6844,"Republican"
6845,"Democrat"
6848,"Republican"
6852,"Republican"
6859,"Republican"
6860,"Democrat"
6864,"Democrat"
6865,"Republican"
6867,"Democrat"
6870,"Republican"
6871,"Democrat"
6876,"Democrat"
6879,"Democrat"
6887,"Democrat"
6892,"Republican"
6895,"Democrat"
6898,"Democrat"
6904,"Democrat"
6914,"Republican"
6919,"Democrat"
6921,"Democrat"
6922,"Democrat"
6928,"Democrat"
6930,"Democrat"
6941,"Republican"
6946,"Republican"
6947,"Republican"
