"USER_ID","Predictions"
699,"Republican"
701,"Democrat"
702,"Republican"
704,"Democrat"
713,"Republican"
720,"Democrat"
725,"Democrat"
726,"Republican"
727,"Republican"
732,"Republican"
733,"Republican"
734,"Democrat"
741,"Democrat"
747,"Democrat"
750,"Republican"
752,"Republican"
753,"Democrat"
760,"Republican"
774,"Republican"
782,"Republican"
803,"Republican"
807,"Democrat"
813,"Democrat"
838,"Democrat"
839,"Democrat"
844,"Democrat"
846,"Democrat"
847,"Democrat"
863,"Republican"
864,"Republican"
866,"Republican"
870,"Republican"
873,"Democrat"
878,"Republican"
883,"Republican"
885,"Republican"
886,"Democrat"
897,"Republican"
902,"Republican"
907,"Democrat"
912,"Republican"
914,"Republican"
918,"Republican"
924,"Republican"
932,"Republican"
947,"Republican"
948,"Democrat"
951,"Republican"
958,"Republican"
963,"Democrat"
965,"Democrat"
969,"Democrat"
973,"Democrat"
975,"Democrat"
983,"Democrat"
1002,"Democrat"
1015,"Republican"
1019,"Democrat"
1020,"Republican"
1029,"Republican"
1030,"Republican"
1032,"Republican"
1037,"Democrat"
1048,"Democrat"
1050,"Republican"
1053,"Republican"
1056,"Republican"
1057,"Democrat"
1062,"Democrat"
1067,"Republican"
1071,"Democrat"
1073,"Republican"
1076,"Republican"
1079,"Republican"
1081,"Republican"
1083,"Republican"
1084,"Republican"
1085,"Republican"
1087,"Democrat"
1092,"Democrat"
1114,"Republican"
1117,"Republican"
1124,"Republican"
1129,"Republican"
1133,"Republican"
1148,"Republican"
1151,"Democrat"
1154,"Republican"
1157,"Republican"
1158,"Republican"
1162,"Republican"
1166,"Republican"
1167,"Democrat"
1171,"Democrat"
1177,"Republican"
1179,"Republican"
1191,"Democrat"
1199,"Republican"
1200,"Republican"
1206,"Republican"
1208,"Democrat"
1209,"Republican"
1215,"Republican"
1218,"Democrat"
1219,"Republican"
1221,"Republican"
1222,"Republican"
1234,"Republican"
1246,"Republican"
1256,"Republican"
1259,"Republican"
1262,"Republican"
1266,"Democrat"
1284,"Republican"
1288,"Democrat"
1298,"Republican"
1301,"Democrat"
1312,"Democrat"
1315,"Democrat"
1316,"Republican"
1322,"Democrat"
1328,"Republican"
1334,"Republican"
1342,"Democrat"
1344,"Republican"
1362,"Democrat"
1364,"Republican"
1367,"Republican"
1371,"Republican"
1374,"Democrat"
1381,"Republican"
1383,"Republican"
1402,"Democrat"
1409,"Democrat"
1416,"Democrat"
1421,"Republican"
1427,"Republican"
1429,"Democrat"
1431,"Democrat"
1440,"Democrat"
1442,"Republican"
1446,"Republican"
1451,"Republican"
1452,"Republican"
1464,"Democrat"
1472,"Republican"
1473,"Democrat"
1474,"Republican"
1484,"Republican"
1490,"Republican"
1497,"Republican"
1499,"Democrat"
1503,"Republican"
1511,"Democrat"
1516,"Republican"
1521,"Democrat"
1522,"Democrat"
1523,"Republican"
1529,"Republican"
1536,"Republican"
1540,"Republican"
1545,"Democrat"
1548,"Democrat"
1552,"Republican"
1557,"Republican"
1558,"Democrat"
1559,"Republican"
1565,"Republican"
1576,"Republican"
1581,"Republican"
1592,"Republican"
1594,"Republican"
1600,"Republican"
1604,"Democrat"
1613,"Republican"
1615,"Republican"
1617,"Republican"
1619,"Republican"
1620,"Democrat"
1624,"Republican"
1629,"Republican"
1630,"Republican"
1637,"Republican"
1643,"Democrat"
1645,"Democrat"
1649,"Democrat"
1654,"Republican"
1668,"Democrat"
1680,"Republican"
1681,"Democrat"
1683,"Republican"
1684,"Republican"
1688,"Republican"
1689,"Republican"
1691,"Democrat"
1692,"Republican"
1693,"Republican"
1696,"Democrat"
1702,"Democrat"
1706,"Republican"
1708,"Democrat"
1719,"Republican"
1723,"Democrat"
1731,"Republican"
1734,"Democrat"
1736,"Republican"
1748,"Republican"
1750,"Republican"
1751,"Republican"
1757,"Democrat"
1763,"Democrat"
1766,"Republican"
1767,"Democrat"
1776,"Republican"
1782,"Republican"
1790,"Republican"
1812,"Democrat"
1816,"Republican"
1819,"Republican"
1824,"Republican"
1831,"Republican"
1841,"Democrat"
1857,"Democrat"
1858,"Democrat"
1860,"Republican"
1873,"Republican"
1876,"Republican"
1878,"Republican"
1882,"Republican"
1884,"Republican"
1890,"Democrat"
1905,"Democrat"
1906,"Republican"
1913,"Republican"
1918,"Republican"
1921,"Democrat"
1925,"Republican"
1936,"Democrat"
1940,"Republican"
1941,"Republican"
1947,"Republican"
1948,"Democrat"
1959,"Republican"
1963,"Democrat"
1966,"Republican"
1968,"Republican"
1975,"Republican"
1978,"Republican"
1982,"Republican"
1995,"Republican"
1999,"Republican"
2002,"Republican"
2014,"Democrat"
2028,"Republican"
2031,"Republican"
2034,"Democrat"
2036,"Democrat"
2037,"Democrat"
2040,"Republican"
2041,"Republican"
2042,"Republican"
2043,"Republican"
2056,"Democrat"
2058,"Democrat"
2064,"Democrat"
2069,"Democrat"
2080,"Republican"
2083,"Democrat"
2087,"Republican"
2093,"Democrat"
2100,"Republican"
2109,"Republican"
2113,"Republican"
2116,"Democrat"
2120,"Republican"
2124,"Republican"
2127,"Democrat"
2133,"Democrat"
2135,"Republican"
2137,"Democrat"
2141,"Democrat"
2149,"Republican"
2160,"Republican"
2162,"Democrat"
2163,"Democrat"
2165,"Democrat"
2166,"Democrat"
2178,"Republican"
2180,"Democrat"
2185,"Republican"
2187,"Republican"
2197,"Republican"
2206,"Democrat"
2216,"Republican"
2220,"Republican"
2224,"Democrat"
2234,"Republican"
2235,"Democrat"
2241,"Democrat"
2248,"Republican"
2259,"Democrat"
2262,"Democrat"
2274,"Democrat"
2275,"Democrat"
2298,"Democrat"
2304,"Republican"
2307,"Democrat"
2309,"Republican"
2312,"Democrat"
2324,"Republican"
2335,"Republican"
2336,"Democrat"
2338,"Democrat"
2348,"Democrat"
2350,"Democrat"
2353,"Democrat"
2356,"Republican"
2362,"Republican"
2374,"Republican"
2377,"Republican"
2378,"Republican"
2379,"Republican"
2386,"Democrat"
2390,"Republican"
2398,"Republican"
2402,"Democrat"
2405,"Republican"
2406,"Republican"
2409,"Republican"
2410,"Republican"
2413,"Republican"
2416,"Republican"
2419,"Republican"
2427,"Republican"
2430,"Republican"
2434,"Democrat"
2435,"Democrat"
2452,"Republican"
2454,"Republican"
2456,"Democrat"
2458,"Democrat"
2462,"Republican"
2470,"Democrat"
2472,"Republican"
2473,"Democrat"
2487,"Republican"
2488,"Republican"
2493,"Republican"
2496,"Republican"
2499,"Democrat"
2500,"Democrat"
2501,"Democrat"
2502,"Democrat"
2504,"Republican"
2505,"Republican"
2510,"Republican"
2514,"Democrat"
2519,"Democrat"
2531,"Republican"
2535,"Republican"
2537,"Republican"
2539,"Republican"
2540,"Republican"
2547,"Democrat"
2548,"Democrat"
2551,"Republican"
2552,"Republican"
2555,"Republican"
2564,"Democrat"
2568,"Republican"
2569,"Republican"
2572,"Democrat"
2584,"Republican"
2585,"Republican"
2596,"Republican"
2599,"Republican"
2600,"Democrat"
2602,"Republican"
2607,"Republican"
2616,"Democrat"
2617,"Republican"
2628,"Democrat"
2630,"Republican"
2633,"Democrat"
2636,"Republican"
2642,"Republican"
2648,"Republican"
2651,"Republican"
2653,"Republican"
2656,"Democrat"
2669,"Republican"
2679,"Democrat"
2681,"Democrat"
2682,"Republican"
2683,"Republican"
2684,"Republican"
2685,"Republican"
2695,"Democrat"
2701,"Democrat"
2702,"Republican"
2709,"Democrat"
2713,"Republican"
2715,"Republican"
2728,"Republican"
2733,"Republican"
2738,"Republican"
2746,"Democrat"
2748,"Republican"
2752,"Republican"
2753,"Republican"
2758,"Democrat"
2772,"Democrat"
2800,"Democrat"
2801,"Republican"
2802,"Republican"
2805,"Republican"
2814,"Republican"
2816,"Democrat"
2827,"Democrat"
2831,"Republican"
2832,"Democrat"
2845,"Democrat"
2849,"Democrat"
2856,"Republican"
2861,"Democrat"
2862,"Republican"
2869,"Republican"
2880,"Republican"
2881,"Democrat"
2884,"Republican"
2887,"Republican"
2895,"Republican"
2897,"Democrat"
2898,"Democrat"
2903,"Republican"
2904,"Democrat"
2906,"Republican"
2911,"Republican"
2913,"Democrat"
2916,"Republican"
2922,"Republican"
2930,"Republican"
2933,"Democrat"
2938,"Republican"
2944,"Democrat"
2945,"Republican"
2948,"Democrat"
2950,"Republican"
2958,"Democrat"
2965,"Republican"
2966,"Republican"
2970,"Democrat"
2973,"Democrat"
2978,"Republican"
2981,"Republican"
2982,"Republican"
2983,"Democrat"
2985,"Republican"
2989,"Republican"
2990,"Republican"
3003,"Republican"
3020,"Republican"
3022,"Republican"
3035,"Republican"
3039,"Republican"
3042,"Democrat"
3045,"Democrat"
3049,"Republican"
3058,"Democrat"
3061,"Republican"
3064,"Democrat"
3073,"Republican"
3074,"Republican"
3077,"Democrat"
3091,"Republican"
3096,"Democrat"
3100,"Republican"
3101,"Republican"
3107,"Republican"
3124,"Democrat"
3129,"Republican"
3138,"Republican"
3139,"Democrat"
3161,"Democrat"
3164,"Democrat"
3166,"Democrat"
3170,"Republican"
3172,"Republican"
3174,"Democrat"
3183,"Republican"
3192,"Republican"
3197,"Democrat"
3201,"Republican"
3202,"Republican"
3214,"Republican"
3223,"Democrat"
3227,"Republican"
3230,"Republican"
3237,"Republican"
3245,"Republican"
3248,"Republican"
3249,"Democrat"
3253,"Democrat"
3254,"Republican"
3267,"Republican"
3271,"Democrat"
3277,"Republican"
3292,"Republican"
3293,"Democrat"
3298,"Republican"
3302,"Democrat"
3304,"Republican"
3310,"Republican"
3311,"Republican"
3313,"Republican"
3317,"Republican"
3322,"Republican"
3326,"Republican"
3334,"Republican"
3335,"Democrat"
3343,"Democrat"
3347,"Democrat"
3353,"Republican"
3357,"Republican"
3359,"Democrat"
3368,"Democrat"
3369,"Republican"
3372,"Republican"
3376,"Democrat"
3382,"Republican"
3392,"Democrat"
3394,"Republican"
3395,"Republican"
3412,"Republican"
3416,"Democrat"
3424,"Republican"
3428,"Republican"
3446,"Democrat"
3451,"Republican"
3454,"Republican"
3455,"Democrat"
3465,"Republican"
3466,"Democrat"
3480,"Democrat"
3484,"Republican"
3486,"Republican"
3490,"Republican"
3492,"Republican"
3496,"Democrat"
3497,"Democrat"
3505,"Republican"
3511,"Republican"
3513,"Republican"
3515,"Republican"
3516,"Democrat"
3517,"Democrat"
3519,"Republican"
3520,"Republican"
3521,"Republican"
3535,"Republican"
3537,"Democrat"
3543,"Republican"
3550,"Republican"
3552,"Democrat"
3554,"Democrat"
3560,"Republican"
3563,"Republican"
3572,"Republican"
3574,"Democrat"
3580,"Republican"
3583,"Republican"
3586,"Democrat"
3588,"Republican"
3590,"Republican"
3598,"Democrat"
3607,"Republican"
3613,"Republican"
3623,"Republican"
3631,"Republican"
3639,"Democrat"
3654,"Republican"
3656,"Democrat"
3663,"Republican"
3673,"Republican"
3681,"Republican"
3683,"Democrat"
3687,"Republican"
3688,"Republican"
3690,"Republican"
3691,"Democrat"
3693,"Republican"
3703,"Democrat"
3710,"Democrat"
3713,"Democrat"
3718,"Democrat"
3719,"Democrat"
3720,"Republican"
3727,"Republican"
3728,"Republican"
3734,"Republican"
3742,"Republican"
3749,"Democrat"
3753,"Republican"
3760,"Democrat"
3762,"Republican"
3768,"Democrat"
3770,"Democrat"
3781,"Democrat"
3783,"Democrat"
3789,"Republican"
3790,"Democrat"
3791,"Republican"
3800,"Republican"
3801,"Republican"
3808,"Republican"
3810,"Republican"
3817,"Republican"
3819,"Democrat"
3827,"Republican"
3829,"Republican"
3833,"Republican"
3836,"Democrat"
3842,"Democrat"
3843,"Republican"
3845,"Republican"
3848,"Democrat"
3853,"Democrat"
3856,"Republican"
3857,"Republican"
3870,"Democrat"
3877,"Republican"
3886,"Republican"
3891,"Republican"
3896,"Republican"
3899,"Republican"
3900,"Republican"
3910,"Democrat"
3911,"Democrat"
3913,"Republican"
3914,"Republican"
3915,"Democrat"
3923,"Democrat"
3927,"Democrat"
3930,"Republican"
3932,"Democrat"
3933,"Republican"
3937,"Republican"
3938,"Republican"
3960,"Republican"
3962,"Democrat"
3964,"Democrat"
3968,"Democrat"
3971,"Republican"
3975,"Republican"
4013,"Democrat"
4015,"Republican"
4034,"Republican"
4040,"Democrat"
4057,"Democrat"
4058,"Republican"
4060,"Republican"
4062,"Democrat"
4064,"Democrat"
4065,"Republican"
4069,"Republican"
4077,"Democrat"
4079,"Democrat"
4085,"Republican"
4086,"Republican"
4094,"Republican"
4095,"Republican"
4096,"Democrat"
4100,"Democrat"
4107,"Democrat"
4116,"Republican"
4118,"Republican"
4120,"Democrat"
4123,"Democrat"
4125,"Republican"
4130,"Republican"
4136,"Republican"
4137,"Republican"
4145,"Democrat"
4164,"Democrat"
4173,"Republican"
4175,"Republican"
4184,"Republican"
4189,"Republican"
4202,"Democrat"
4204,"Republican"
4205,"Republican"
4207,"Republican"
4209,"Democrat"
4216,"Republican"
4219,"Republican"
4226,"Republican"
4230,"Republican"
4231,"Republican"
4235,"Democrat"
4243,"Republican"
4246,"Republican"
4249,"Democrat"
4255,"Republican"
4261,"Republican"
4262,"Republican"
4274,"Democrat"
4275,"Democrat"
4277,"Republican"
4279,"Republican"
4288,"Democrat"
4293,"Republican"
4302,"Republican"
4307,"Democrat"
4309,"Republican"
4316,"Republican"
4317,"Democrat"
4326,"Republican"
4329,"Democrat"
4331,"Democrat"
4332,"Republican"
4338,"Republican"
4346,"Democrat"
4351,"Republican"
4359,"Republican"
4362,"Republican"
4366,"Democrat"
4368,"Democrat"
4375,"Democrat"
4377,"Democrat"
4387,"Republican"
4388,"Republican"
4395,"Democrat"
4398,"Republican"
4401,"Republican"
4405,"Democrat"
4410,"Republican"
4413,"Republican"
4417,"Democrat"
4425,"Republican"
4428,"Democrat"
4435,"Republican"
4436,"Republican"
4441,"Republican"
4444,"Republican"
4454,"Republican"
4463,"Republican"
4471,"Democrat"
4475,"Democrat"
4481,"Republican"
4486,"Republican"
4490,"Democrat"
4493,"Republican"
4494,"Democrat"
4500,"Democrat"
4503,"Republican"
4518,"Republican"
4522,"Republican"
4527,"Democrat"
4532,"Republican"
4535,"Republican"
4541,"Republican"
4549,"Republican"
4551,"Republican"
4557,"Democrat"
4559,"Democrat"
4562,"Republican"
4564,"Republican"
4566,"Republican"
4567,"Republican"
4568,"Democrat"
4577,"Republican"
4580,"Republican"
4586,"Democrat"
4587,"Democrat"
4596,"Democrat"
4597,"Republican"
4611,"Democrat"
4625,"Republican"
4629,"Republican"
4634,"Democrat"
4640,"Republican"
4644,"Democrat"
4646,"Republican"
4651,"Republican"
4655,"Republican"
4657,"Republican"
4663,"Democrat"
4666,"Democrat"
4669,"Democrat"
4672,"Republican"
4676,"Republican"
4681,"Democrat"
4683,"Republican"
4720,"Democrat"
4724,"Democrat"
4725,"Democrat"
4729,"Republican"
4738,"Republican"
4739,"Republican"
4740,"Democrat"
4743,"Republican"
4745,"Republican"
4746,"Republican"
4751,"Republican"
4763,"Republican"
4766,"Democrat"
4770,"Democrat"
4771,"Republican"
4778,"Democrat"
4786,"Republican"
4788,"Republican"
4793,"Republican"
4810,"Democrat"
4811,"Republican"
4814,"Republican"
4820,"Republican"
4821,"Republican"
4823,"Republican"
4829,"Democrat"
4830,"Democrat"
4834,"Democrat"
4854,"Democrat"
4860,"Republican"
4868,"Democrat"
4873,"Republican"
4875,"Democrat"
4877,"Democrat"
4879,"Democrat"
4882,"Democrat"
4888,"Democrat"
4891,"Republican"
4893,"Democrat"
4899,"Republican"
4902,"Republican"
4905,"Republican"
4906,"Democrat"
4917,"Democrat"
4920,"Republican"
4923,"Democrat"
4935,"Democrat"
4938,"Democrat"
4939,"Republican"
4950,"Democrat"
4960,"Republican"
4961,"Democrat"
4963,"Democrat"
4967,"Democrat"
4971,"Republican"
4980,"Republican"
4991,"Republican"
4993,"Democrat"
4995,"Republican"
5000,"Republican"
5002,"Republican"
5003,"Democrat"
5008,"Republican"
5011,"Republican"
5021,"Republican"
5023,"Republican"
5030,"Republican"
5031,"Democrat"
5038,"Republican"
5047,"Democrat"
5052,"Democrat"
5058,"Republican"
5059,"Democrat"
5060,"Democrat"
5062,"Democrat"
5067,"Democrat"
5072,"Democrat"
5079,"Republican"
5080,"Democrat"
5081,"Democrat"
5084,"Republican"
5087,"Republican"
5093,"Democrat"
5097,"Republican"
5098,"Democrat"
5104,"Republican"
5109,"Republican"
5122,"Republican"
5130,"Democrat"
5131,"Republican"
5134,"Republican"
5143,"Democrat"
5155,"Republican"
5156,"Democrat"
5157,"Republican"
5169,"Democrat"
5175,"Republican"
5176,"Republican"
5177,"Republican"
5179,"Democrat"
5181,"Republican"
5183,"Republican"
5191,"Democrat"
5200,"Democrat"
5204,"Democrat"
5209,"Republican"
5215,"Democrat"
5217,"Republican"
5225,"Republican"
5227,"Republican"
5246,"Republican"
5254,"Democrat"
5255,"Democrat"
5256,"Democrat"
5262,"Democrat"
5263,"Republican"
5266,"Republican"
5269,"Democrat"
5270,"Republican"
5276,"Democrat"
5301,"Democrat"
5306,"Republican"
5312,"Republican"
5313,"Democrat"
5322,"Republican"
5331,"Republican"
5332,"Republican"
5333,"Democrat"
5335,"Democrat"
5339,"Democrat"
5342,"Democrat"
5343,"Republican"
5347,"Republican"
5349,"Republican"
5352,"Republican"
5353,"Republican"
5355,"Democrat"
5360,"Republican"
5368,"Democrat"
5369,"Democrat"
5372,"Republican"
5375,"Republican"
5380,"Republican"
5386,"Republican"
5389,"Republican"
5391,"Republican"
5392,"Democrat"
5405,"Democrat"
5412,"Democrat"
5422,"Democrat"
5424,"Republican"
5427,"Republican"
5430,"Republican"
5434,"Democrat"
5438,"Republican"
5439,"Democrat"
5442,"Republican"
5447,"Democrat"
5454,"Democrat"
5473,"Republican"
5475,"Democrat"
5479,"Democrat"
5481,"Republican"
5488,"Republican"
5514,"Democrat"
5515,"Republican"
5518,"Republican"
5532,"Republican"
5533,"Democrat"
5534,"Democrat"
5542,"Democrat"
5547,"Republican"
5550,"Republican"
5558,"Republican"
5559,"Republican"
5560,"Republican"
5571,"Democrat"
5573,"Democrat"
5574,"Republican"
5576,"Democrat"
5577,"Republican"
5581,"Democrat"
5585,"Republican"
5589,"Democrat"
5592,"Republican"
5599,"Republican"
5607,"Democrat"
5608,"Republican"
5617,"Republican"
5622,"Democrat"
5625,"Republican"
5626,"Republican"
5636,"Democrat"
5643,"Democrat"
5645,"Democrat"
5648,"Democrat"
5649,"Republican"
5661,"Republican"
5662,"Republican"
5674,"Republican"
5679,"Democrat"
5687,"Democrat"
5689,"Republican"
5690,"Republican"
5699,"Republican"
5707,"Republican"
5712,"Republican"
5713,"Republican"
5717,"Democrat"
5725,"Republican"
5731,"Democrat"
5732,"Republican"
5743,"Democrat"
5745,"Republican"
5747,"Democrat"
5748,"Democrat"
5750,"Democrat"
5751,"Democrat"
5768,"Democrat"
5773,"Republican"
5779,"Democrat"
5781,"Democrat"
5790,"Democrat"
5791,"Republican"
5798,"Democrat"
5803,"Republican"
5806,"Republican"
5807,"Republican"
5808,"Democrat"
5810,"Democrat"
5824,"Democrat"
5834,"Republican"
5843,"Republican"
5844,"Democrat"
5847,"Republican"
5852,"Democrat"
5861,"Republican"
5866,"Democrat"
5868,"Republican"
5877,"Democrat"
5880,"Democrat"
5883,"Republican"
5884,"Democrat"
5903,"Democrat"
5911,"Republican"
5912,"Republican"
5917,"Republican"
5924,"Republican"
5933,"Republican"
5934,"Democrat"
5941,"Democrat"
5948,"Democrat"
5955,"Democrat"
5958,"Democrat"
5960,"Democrat"
5963,"Republican"
5965,"Republican"
5970,"Democrat"
5972,"Democrat"
5974,"Republican"
5976,"Democrat"
5980,"Republican"
5983,"Republican"
5986,"Democrat"
5990,"Democrat"
6000,"Democrat"
6006,"Republican"
6016,"Democrat"
6018,"Democrat"
6020,"Republican"
6023,"Democrat"
6024,"Republican"
6026,"Republican"
6028,"Democrat"
6033,"Democrat"
6035,"Democrat"
6041,"Democrat"
6054,"Republican"
6057,"Democrat"
6059,"Democrat"
6060,"Democrat"
6064,"Democrat"
6067,"Republican"
6071,"Republican"
6074,"Republican"
6075,"Republican"
6077,"Republican"
6087,"Republican"
6094,"Republican"
6104,"Republican"
6106,"Democrat"
6113,"Republican"
6115,"Republican"
6116,"Democrat"
6120,"Democrat"
6127,"Republican"
6143,"Democrat"
6150,"Republican"
6155,"Democrat"
6163,"Republican"
6167,"Republican"
6169,"Democrat"
6173,"Republican"
6174,"Republican"
6185,"Democrat"
6188,"Republican"
6191,"Republican"
6192,"Democrat"
6195,"Democrat"
6201,"Republican"
6208,"Democrat"
6213,"Republican"
6215,"Democrat"
6222,"Democrat"
6228,"Democrat"
6231,"Republican"
6233,"Democrat"
6235,"Republican"
6244,"Democrat"
6251,"Democrat"
6259,"Republican"
6262,"Republican"
6263,"Democrat"
6268,"Democrat"
6272,"Democrat"
6278,"Democrat"
6285,"Democrat"
6287,"Democrat"
6291,"Republican"
6300,"Democrat"
6302,"Democrat"
6305,"Democrat"
6316,"Democrat"
6337,"Democrat"
6344,"Democrat"
6346,"Democrat"
6348,"Democrat"
6356,"Democrat"
6360,"Democrat"
6369,"Democrat"
6375,"Democrat"
6383,"Democrat"
6389,"Democrat"
6393,"Republican"
6396,"Democrat"
6404,"Republican"
6408,"Democrat"
6410,"Republican"
6416,"Democrat"
6425,"Republican"
6428,"Republican"
6431,"Democrat"
6436,"Democrat"
6439,"Republican"
6442,"Democrat"
6447,"Republican"
6449,"Democrat"
6457,"Democrat"
6468,"Democrat"
6470,"Democrat"
6474,"Democrat"
6480,"Democrat"
6482,"Democrat"
6487,"Democrat"
6489,"Democrat"
6490,"Democrat"
6521,"Democrat"
6529,"Republican"
6534,"Democrat"
6540,"Democrat"
6550,"Democrat"
6553,"Republican"
6554,"Democrat"
6559,"Democrat"
6565,"Democrat"
6576,"Democrat"
6577,"Democrat"
6578,"Democrat"
6582,"Democrat"
6583,"Democrat"
6585,"Democrat"
6586,"Republican"
6589,"Democrat"
6595,"Democrat"
6602,"Democrat"
6606,"Democrat"
6609,"Democrat"
6618,"Democrat"
6623,"Democrat"
6631,"Democrat"
6633,"Democrat"
6634,"Democrat"
6639,"Democrat"
6640,"Democrat"
6645,"Democrat"
6648,"Democrat"
6652,"Democrat"
6655,"Democrat"
6662,"Democrat"
6666,"Democrat"
6667,"Republican"
6671,"Democrat"
6677,"Democrat"
6680,"Democrat"
6682,"Democrat"
6686,"Republican"
6687,"Democrat"
6692,"Democrat"
6695,"Democrat"
6700,"Democrat"
6701,"Democrat"
6705,"Democrat"
6709,"Democrat"
6723,"Democrat"
6724,"Democrat"
6728,"Democrat"
6732,"Republican"
6757,"Democrat"
6760,"Democrat"
6778,"Democrat"
6781,"Democrat"
6785,"Democrat"
6790,"Republican"
6791,"Republican"
6795,"Democrat"
6796,"Democrat"
6799,"Democrat"
6807,"Democrat"
6811,"Democrat"
6813,"Democrat"
6814,"Democrat"
6816,"Democrat"
6817,"Republican"
6825,"Democrat"
6830,"Democrat"
6837,"Democrat"
6843,"Democrat"
6844,"Democrat"
6845,"Democrat"
6848,"Republican"
6852,"Democrat"
6859,"Democrat"
6860,"Democrat"
6864,"Democrat"
6865,"Democrat"
6867,"Democrat"
6870,"Democrat"
6871,"Democrat"
6876,"Democrat"
6879,"Democrat"
6887,"Democrat"
6892,"Democrat"
6895,"Democrat"
6898,"Democrat"
6904,"Democrat"
6914,"Republican"
6919,"Democrat"
6921,"Democrat"
6922,"Democrat"
6928,"Democrat"
6930,"Democrat"
6941,"Democrat"
6946,"Democrat"
6947,"Republican"
